id,question,answer,relevant_doc_ids
131,"Sinh viên ngành AN TOÀN THÔNG TIN có thể tham gia những Câu lạc bộ, Đội, nhóm nào để phát triển chuyên môn và kỹ năng nghề nghiệp?","Câu lạc bộ An toàn thông tin thường xuyên có các hoạt động huấn luyện về an toàn thông tin, tổ chức cuộc thi ATTT trong trường và tập luyện thi SV với ATTT ASEAN hàng năm. Nên tham gia các câu lạc bộ, diễn đàn về ATTT để học hỏi và trao đổi kinh nghiệm. Thực hành các kỹ năng bằng cách tham gia các cuộc thi CTF (Capture The Flag) và các dự án thực tế.",
132,Có các học bổng nào dành riêng cho sinh viên ngành AN TOÀN THÔNG TIN không?,"Có nhiều loại học bổng của trường: Cấp học bổng khuyến tài cho thí sinh trúng tuyển có tổng điểm thi THPT của 3 môn xét tuyển từ 26 điểm trở lên; mỗi điểm thưởng 1.000.000đ; mỗi ngành chọn 1 thí sinh có điểm cao nhất. Cấp học bổng học kỳ đầu tiên, các học kỳ tiếp theo thì căn cứ vào kết quả học tập của học kỳ trước 
Học bổng của các tổ chức và doanh nghiệp",
133,Sinh viên ngành AN TOÀN THÔNG TIN có thể học song ngành hoặc học thêm văn bằng thứ hai không? nếu có thì với những ngành nào?,"Có nếu em sắp xếp được. có thể học song ngành hoặc học thêm văn bằng thứ hai những ngành: trí tuệ nhân tạo, Iot",
134,Những tố chất và kỹ năng nào sẽ giúp sinh viên học tốt ngành AN TOÀN THÔNG TIN tại Trường?,"Tư duy logic và phân tích, Khả năng phân tích vấn đề, tìm ra nguyên nhân và giải pháp. Khả năng đánh giá rủi ro và đưa ra quyết định dựa trên dữ liệu.
Sự chính xác và cẩn thận là rất quan trọng trong việc phát hiện và khắc phục các lỗ hổng bảo mật. Khả năng tự học và cập nhật kiến thức",
135,"Ngành AN TOÀN THÔNG TIN có điểm chuẩn các năm khá cao, em rất thích nhưng giả sử điểm đầu vào không trúng tuyển thì em có thể học ngành gần nào để có thể ra trường vẫn làm lĩnh vực giống ngành AN TOÀN THÔNG TIN mà em yêu thích?","Có thể học ngành gần CNTT, KTDL",
136,Ngành CNKTCK tại HCMUTE đào tạo những kiến thức và kỹ năng gì?,"Kiến thức về đại cương (như Toán, Lịch sử, Triết học), kiến thức về cơ sở ngành (vẽ kỹ thuật, cơ sở công nghệ chế tạo máy,…) kiến thức chuyên ngành (công nghệ chế tạo máy, thiết kế khuôn mẫu,…)

Kỹ năng: kỹ năng mềm: học tập và làm việc độc lập, học tập và làm việc nhóm, kỹ năng thuyết trình, kỹ năng giao tiếp bằng tiếng anh. Kỹ năng chuyên ngành: kỹ năng lập quy trình công nghệ gia công chi tiết, kỹ năng vận hành máy (máy CNC, máy ép nhựa,…)",
137,Chương trình học của ngành CNKTCK có gì đặc biệt so với các trường khác?,Chương trình có 2 chuẩn ngoại ngữ: Tiếng anh và Tiếng nhật,
138,Cơ hội thực tập và việc làm sau khi tốt nghiệp ngành CNKTCK như thế nào?,"SV sau khi tốt nghiệp ngành CNKTCK có đủ kiến thức về chuyên ngành, kỹ năng nghề nên thường đáp ứng tốt các điều kiện tuyển dụng của các công ty lĩnh vực kỹ thuật, chế tạo và dịch vụ cơ khí.",
139,Những doanh nghiệp nào đang hợp tác với trường để hỗ trợ sinh viên ngành CNKTCK?,"Các doanh nghiệp về phần mềm chuyên về CAD, CAE, CAM, khuôn mẫu; các doanh nghiệp sản xuất và cung cấp dịch vụ lĩnh vực cơ khí.",
140,Các hỗ trợ sinh viên ngành CNKTCK tham gia nghiên cứu khoa học là gì?,SV từ năm I có thể bắt đầu làm quen NCKH bằng cách tham gia vào các nhóm NCKH. Các đề tài NCKH có thể được hỗ trợ kinh phí từ 100% đến 25% tuỳ theo lĩnh vực và khả năng áp dụng thực tiễn.,
141,Ngành CNKTCK có những chuyên ngành hoặc hướng chuyên sâu nào để sinh viên lựa chọn?,"Hướng Nhựa và khuôn mẫu ngành nhựa

Hướng Công nghệ Kỹ thuật cơ khí",
142,"Sinh viên ngành CNKTCK có thể tham gia những Câu lạc bộ, Đội, nhóm nào để phát triển chuyên môn và kỹ năng nghề nghiệp?","CLB võ thuật, kỹ năng, CLB văn nghệ, Robocon, thể dục thể thao, ….",
143,Có các học bổng nào dành riêng cho sinh viên ngành CNKTCK không?,"Học bổng SV nghèo vượt khó, SV đạt thành tích cao trong học tập, SV đạt các thành tích trong các cuộc thi: NCKH, chương trình",
144,Sinh viên ngành CNKTCK có thể học song ngành hoặc học thêm văn bằng thứ hai không? nếu có thì với những ngành nào?,Có nhưng theo quy định của Bộ Giáo dục Đào tạo; và theo quy định của nhà Trường,
145,Những tố chất và kỹ năng nào sẽ giúp sinh viên học tốt ngành CNKTCK tại Trường?,"Khả năng tự duy độc lập, khả năng tự học, kỹ năng đọc tài liệu",
146,"Ngành CNKTCK có điểm chuẩn các năm khá cao, em rất thích nhưng giả sử điểm đầu vào không trúng tuyển thì em có thể học ngành gần nào để có thể ra trường vẫn làm lĩnh vực giống ngành CNKTCK mà em yêu thích?",Ngành Cơ khí chế tạo máy,
147,Ngành Kỹ nghệ gỗ và nội thất tại HCMUTE đào tạo những kiến thức và kỹ năng gì?,"Ngành Kỹ nghệ gỗ và nội thất là kết hợp giữa Khoa học kỹ thuật và nghệ thuật đào tạo những kiến thức và kỹ năng như:
Thiết kế, thi công các không gian nội thất như: nhà ở, biệt thự, chung cư, văn phòng…

Xây dựng quy trình công nghệ sản xuất sản phẩm nội thất.

Thực hành gia công các sản phẩm giường, tủ, bàn, ghế…

Lập trình vận hành và sử dụng máy CNC gia công gỗ.

Bảo trì, bảo dưỡng các loại máy chế biến gỗ",
148,Chương trình học của ngành Kỹ nghệ gỗ và nội thất có gì đặc biệt so với các trường khác?,"Chương trình học ngành Kỹ nghệ gỗ và nội thất có sự khác biệt so với các trường khác là:
CTĐT Tiên tiến được cập nhật thường xuyên đáp ứng nhu cầu doanh nghiệp

Trang thiết bị thực hành, thí nghiệm hiện đại đáp ứng nhu cầu doanh nghiệp

Môi trường học tập thân thiện, sáng tạo

Được thực tập, trải nghiệm thực tế trong môi trường doanh nghiệp",
149,Cơ hội thực tập và việc làm sau khi tốt nghiệp ngành Kỹ nghệ gỗ và nội thất như thế nào?,"Ngành gỗ có tốc độ phát triển cao; là 1 trong 6 mặt hàng xuất khẩu hàng đầu của nước ta trong năm 2024 nhu cầu nhân lực ngày càng nhiều. 

Kỹ sư ngành gỗ ra trường đảm bảo có việc làm tốt, thu nhập ổn định, được nhiều doanh nghiệp săn đón và đánh giá là có năng lực nghề nghiệp cao; 

Được nhiều các tập đoàn, các công ty trong và ngoài nước thường xuyên gửi thông tin tuyển dụng

Kỹ sư ngành gỗ làm việc vai trò Kỹ sư thiết kế, lập quy trình công nghệ, quy trình sản xuất… ngoài ra còn làm việc tại các cơ quan Nhà nước, giảng dạy tại trường Đại học, cao đẳng…",
150,Những doanh nghiệp nào đang hợp tác với trường để hỗ trợ sinh viên ngành Kỹ nghệ gỗ và nội thất?,"Ngành Kỹ nghệ gỗ và nội thất có ký nhiều thỏa thuận hợp tác với các hiệp hội nghề nghiệp, các doan nghiệp về trợ đào tạo, thực hành, thực tập và tiếp nhận vào làm việc như: Hiệp hội Chế biến gỗ TP.Hồ Chí Minh, Hiệp hội Chế biến gỗ Bình Dương, Hiệp hội Chế biến gỗ Đồng Nai, Công ty Cổ Phần kiến trúc AA, Công ty Dũng Khanh, Công ty Kim Tín, Công ty Boho, Công ty Savimex, Công ty Máy chế biến gỗ Thành Thông… để đảm bảo 100% sinh viên ra trường có việc làm ổn định, thu nhập tốt.",
